id,course,slide,image_index,title,record_type,image_path,year_creation,period_creation,author,production_place,region,style,material,historical_background_zh,historical_background_en,historical_background_sources,study_description,raw_slide_text
art_nouveau-s025-i01,Week 5: Art Nouveau,25,1,"George de Feure , Furniture",artwork,assets/art_nouveau/s025_i01.jpeg,1900,19th century (c. 1900),George de Feure,Paris,France,Art Nouveau,Wood,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：France。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: France.",https://www.metmuseum.org/essays/art-nouveau,"材质：Wood。时期：19th century (c. 1900)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：France。
Material: Wood. Period: 19th century (c. 1900). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: France.","George de Feure , Furniture, 1900. Gilded wood with silk covering; from the sitting room in L’Art Nouveau Bing Pavilion at Exposition Universelle , Paris 1900"
art_nouveau-s025-i02,Week 5: Art Nouveau,25,2,"George de Feure , Furniture",artwork,assets/art_nouveau/s025_i02.jpeg,1900,19th century (c. 1900),George de Feure,Paris,France,Art Nouveau,Wood,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：France。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: France.",https://www.metmuseum.org/essays/art-nouveau,"材质：Wood。时期：19th century (c. 1900)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：France。
Material: Wood. Period: 19th century (c. 1900). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: France.","George de Feure , Furniture, 1900. Gilded wood with silk covering; from the sitting room in L’Art Nouveau Bing Pavilion at Exposition Universelle , Paris 1900"
art_nouveau-s026-i01,Week 5: Art Nouveau,26,1,"Very remarkable, but is it jewelry?” Rene Lalique, Dragonfly woman corsage Ornament",artwork,assets/art_nouveau/s002_i04.jpeg,1897-1898,19th century (c. 1897-1898),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Not stated in source slide.。时期：19th century (c. 1897-1898)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1897-1898). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.","One English visitor to the fair commented. : Very remarkable, but is it jewelry?” Rene Lalique, Dragonfly woman corsage Ornament, c. 1897-1898. Gold, enamel, chrysoprase, moonstones, and Diamonds."
art_nouveau-s027-i01,Week 5: Art Nouveau,27,1,"Marie Sethe , wife of Henry van de Velde, in dressing gown designed by van de Velde at Bloemenwerf",artwork,assets/art_nouveau/s002_i08.jpeg,1900,19th century (c. 1900),Marie Sethe,Europe,Europe,Art Nouveau,Not stated in source slide.,新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。,"Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.",https://www.metmuseum.org/essays/art-nouveau,"材质：Not stated in source slide.。时期：19th century (c. 1900)。历史背景：新艺术运动兴起于19世纪末，强调自然母题与“鞭线”曲线，并尝试统一纯艺术与应用艺术。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: 19th century (c. 1900). Historical background: Art Nouveau emerged in the late nineteenth century, drew heavily on natural forms, and used flowing 'whiplash' curves while seeking to unify fine and applied arts. Style context: Art Nouveau. Regional context: Europe.","Marie Sethe , wife of Henry van de Velde, in dressing gown designed by van de Velde at Bloemenwerf , c. 1900"
art_nouveau-s028-i01,Week 5: Art Nouveau,28,1,Exhibit of American Negroes at the Paris Exposition “Exhibit of American Negroes at the Paris Exposition”,artwork,assets/art_nouveau/s028_i01.jpeg,1900,19th century (c. 1900),Paris artist,Paris,France / United States,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：France / United States。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: France / United States.",,"材质：Not stated in source slide.。时期：19th century (c. 1900)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：France / United States。
Material: Not stated in source slide.. Period: 19th century (c. 1900). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: France / United States.",Exhibit of American Negroes at the Paris Exposition “Exhibit of American Negroes at the Paris Exposition” 1900 Organized by W.E.B. Du Bois
art_nouveau-s029-i01,Week 5: Art Nouveau,29,1,"Louis Majorelle, Cabinet",artwork,assets/art_nouveau/s029_i01.png,1900,19th century (c. 1900),Europe artist,Europe,Europe,Art Nouveau,"Iron, Mahogany, Wood",属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Iron, Mahogany, Wood。时期：19th century (c. 1900)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Iron, Mahogany, Wood. Period: 19th century (c. 1900). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.","Louis Majorelle, Cabinet, c. 1900 Louis Majorelle Cabinet, c. 1900 Veneered and carved kingwood and purpleheart with marquetry panel in birch, elm, oak, zebrano, rosewood, padouk and other woods, on an oak and possibly mahogany carcase , with wrought iron mounts."
art_nouveau-s029-i02,Week 5: Art Nouveau,29,2,"Louis Majorelle, Cabinet",artwork,assets/art_nouveau/s029_i02.png,1900,19th century (c. 1900),Europe artist,Europe,Europe,Art Nouveau,"Iron, Mahogany, Wood",属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Iron, Mahogany, Wood。时期：19th century (c. 1900)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Iron, Mahogany, Wood. Period: 19th century (c. 1900). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.","Louis Majorelle, Cabinet, c. 1900 Louis Majorelle Cabinet, c. 1900 Veneered and carved kingwood and purpleheart with marquetry panel in birch, elm, oak, zebrano, rosewood, padouk and other woods, on an oak and possibly mahogany carcase , with wrought iron mounts."
art_nouveau-s029-i03,Week 5: Art Nouveau,29,3,"Louis Majorelle, Cabinet",artwork,assets/art_nouveau/s029_i03.png,1900,19th century (c. 1900),Europe artist,Europe,Europe,Art Nouveau,"Iron, Mahogany, Wood",属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Iron, Mahogany, Wood。时期：19th century (c. 1900)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Iron, Mahogany, Wood. Period: 19th century (c. 1900). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.","Louis Majorelle, Cabinet, c. 1900 Louis Majorelle Cabinet, c. 1900 Veneered and carved kingwood and purpleheart with marquetry panel in birch, elm, oak, zebrano, rosewood, padouk and other woods, on an oak and possibly mahogany carcase , with wrought iron mounts."
art_nouveau-s029-i04,Week 5: Art Nouveau,29,4,"Louis Majorelle, Cabinet",artwork,assets/art_nouveau/s029_i04.jpg,1900,19th century (c. 1900),Europe artist,Europe,Europe,Art Nouveau,"Iron, Mahogany, Wood",属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Iron, Mahogany, Wood。时期：19th century (c. 1900)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Iron, Mahogany, Wood. Period: 19th century (c. 1900). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.","Louis Majorelle, Cabinet, c. 1900 Louis Majorelle Cabinet, c. 1900 Veneered and carved kingwood and purpleheart with marquetry panel in birch, elm, oak, zebrano, rosewood, padouk and other woods, on an oak and possibly mahogany carcase , with wrought iron mounts."
art_nouveau-s030-i01,Week 5: Art Nouveau,30,1,Week 5: Art Nouveau - Slide 30 Image 1,reference,assets/art_nouveau/s030_i01.jpeg,N/A (reference),N/A (reference),Europe artist,Europe,Europe,Art Nouveau,Not stated in source slide.,属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。,"Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",,"材质：Not stated in source slide.。时期：N/A (reference)。历史背景：属于19世纪末设计改革思潮的一部分，反对僵化历史主义，并重新思考装饰、工艺与现代生活。 风格语境：Art Nouveau。 地域语境：Europe。
Material: Not stated in source slide.. Period: N/A (reference). Historical background: Part of late-19th-century reform movements that rejected rigid historicism and rethought ornament, craft, and modern life. Style context: Art Nouveau. Regional context: Europe.",
